GAME-ID,DATE,OPENING SPREAD,OPENING TOTAL,CLOSING SPREAD,CLOSING TOTAL,PACE,team,home_away,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOTR,Assists,PF,ST,TO,total_TO,BL,PTS,opp_PTS,POSS,OEFF,DEFF,rest_days,EFG,OREB,FTR,TOVR,opp_EFG,opp_OREB,opp_FTR,opp_TOVR,opp_team,opp_FG,opp_FGA,opp_3P,opp_3PA,opp_FT,opp_FTA,opp_OR,opp_DR,opp_TOT,opp_A,opp_PF,opp_ST,opp_TO,opp_total_TO,opp_BL,opp_POSS,opp_OEFF,opp_DEFF,opp_rest_days,win,EFG_diff
21800746,1/28/2019,-10,219.5,-9.5,219,103.8562821,Brooklyn,R,39,103,13,34,13,16,16,32,48,20,20,10,17,17,5,104,112,103.8562821,100.1383816,107.841334,2,0.441747573,0.307692308,0.126213592,0.133816121,0.515,0.333333333,0.09,0.147058824,Boston,45,100,13,40,9,10,16,36,52,29,16,11,17,18,16,103.8562821,107.841334,100.1383816,1,0,-0.073252427
21800747,1/28/2019,5,208,5.5,205,94.1159749,Denver,R,37,84,8,36,13,14,9,28,37,17,18,10,15,15,2,95,92,94.1159749,100.9392934,97.75173672,3IN4,0.488095238,0.214285714,0.154761905,0.142639787,0.506410256,0.243243243,0.166666667,0.188040617,Memphis,35,78,9,32,13,19,9,33,42,26,22,5,19,20,7,94.1159749,97.75173672,100.9392934,3IN4,1,-0.018315018
21800748,1/28/2019,-7,231,-6.5,234,98.98693452,Atlanta,R,44,87,10,34,25,29,15,29,44,28,25,7,17,19,6,123,118,98.98693452,124.2588232,119.2076516,1,0.563218391,0.375,0.287356322,0.159986527,0.541176471,0.30952381,0.305882353,0.141193082,LA Clippers,41,85,10,27,26,28,13,25,38,27,26,10,16,16,4,98.98693452,119.2076516,124.2588232,3IN4-B2B,1,0.02204192
21800749,1/29/2019,6.5,219,8,218.5,100.6071477,Washington,R,42,87,12,36,17,23,3,33,36,31,22,8,6,6,1,113,116,100.6071477,112.3180634,115.2999589,1,0.551724138,0.068181818,0.195402299,0.058184639,0.625,0.175,0.130952381,0.1447178,Cleveland,45,84,15,34,11,24,7,41,48,30,21,3,15,16,2,100.6071477,115.2999589,112.3180634,1,0,-0.073275862
21800750,1/29/2019,6.5,217.5,7,216.5,94.38375415,Milwaukee,R,47,87,13,32,8,10,6,33,39,32,15,9,10,11,6,115,105,94.38375415,121.8430026,111.2479589,1,0.614942529,0.171428571,0.091954023,0.107421875,0.539325843,0.23255814,0.101123596,0.112909296,Detroit,42,89,12,37,9,12,10,29,39,29,14,8,11,12,3,94.38375415,111.2479589,121.8430026,3+,1,0.075616686
21800751,1/29/2019,6,221.5,3.5,221.5,101.3564346,Oklahoma City,R,49,91,9,21,19,26,6,37,43,25,16,7,7,7,8,126,117,101.3564346,124.3137651,115.4342104,1,0.587912088,0.146341463,0.208791209,0.063961988,0.5,0.327272727,0.147058824,0.098425197,Orlando,44,102,14,41,15,18,18,35,53,26,18,4,12,12,5,101.3564346,115.4342104,124.3137651,1,1,0.087912088
21800752,1/29/2019,-7,217,-6.5,220.5,111.9885366,Chicago,R,47,94,9,28,14,19,5,45,50,17,29,6,17,18,8,117,122,111.9885366,104.4749789,108.9397216,1,0.54787234,0.12195122,0.14893617,0.149551346,0.5,0.134615385,0.29787234,0.066889632,Brooklyn,42,94,10,35,28,40,7,36,43,25,21,11,8,8,2,111.9885366,108.9397216,104.4749789,B2B,0,0.04787234
21800753,1/29/2019,-9.5,234.5,-13.5,233,104.0950979,New Orleans,R,46,90,9,31,20,25,13,42,55,27,17,8,17,17,9,121,116,104.0950979,116.2398638,111.4365636,2,0.561111111,0.302325581,0.222222222,0.144067797,0.49009901,0.263157895,0.168316832,0.097118809,Houston,40,101,19,56,17,24,15,30,45,22,20,11,12,12,5,104.0950979,111.4365636,116.2398638,1,1,0.071012101
21800754,1/29/2019,-13.5,223.5,-13.5,225.5,102.1441714,Phoenix,R,48,80,13,29,15,19,3,35,38,26,22,8,18,18,5,124,126,102.1441714,121.3970394,123.3550561,1,0.68125,0.12,0.1875,0.169236555,0.545,0.285714286,0.17,0.091819699,San Antonio,47,100,15,34,17,20,14,22,36,29,15,9,11,11,4,102.1441714,123.3550561,121.3970394,3IN4,0,0.13625
21800755,1/29/2019,6,232,7.5,230.5,102.8551388,Philadelphia,R,42,93,15,36,22,28,12,32,44,33,15,15,12,12,6,121,105,102.8551388,117.641181,102.0853224,2,0.532258065,0.255319149,0.23655914,0.10228435,0.505434783,0.304347826,0.130434783,0.174941686,LA Lakers,43,92,7,23,12,16,14,35,49,26,20,7,21,21,4,102.8551388,102.0853224,117.641181,1,1,0.026823282
21800756,1/30/2019,-6.5,218,-7.5,214.5,95.065625,Charlotte,R,39,89,13,40,3,7,7,24,31,20,17,7,12,12,5,94,126,95.065625,98.8790638,132.5400217,1,0.511235955,0.145833333,0.033707865,0.115295926,0.622222222,0.333333333,0.155555556,0.110051357,Boston,50,90,12,29,14,16,12,41,53,34,14,10,10,12,7,95.065625,132.5400217,98.8790638,1,0,-0.110986267
21800757,1/30/2019,-10.5,206.5,-10,206,92.7252027,Chicago,R,40,78,8,19,17,21,5,35,40,26,20,6,12,13,3,105,89,92.7252027,113.237822,95.98253485,3IN4-B2B,0.564102564,0.135135135,0.217948718,0.129688747,0.449438202,0.3,0.101123596,0.13671163,Miami,34,89,12,42,9,13,15,32,47,22,20,6,14,15,2,92.7252027,95.98253485,113.237822,2,1,0.114664362
21800758,1/30/2019,6,217,7,215,97.62483156,Dallas,R,45,84,15,38,9,11,7,42,49,31,19,4,18,19,1,114,90,97.62483156,116.773569,92.1896597,2,0.625,0.194444444,0.107142857,0.176186944,0.448717949,0.106382979,0.256410256,0.117279124,New York,32,78,6,26,20,28,5,29,34,16,15,10,12,12,5,97.62483156,92.1896597,116.773569,3IN4,1,0.176282051
21800759,1/30/2019,-1,217.5,-1,218.5,94.17465116,Indiana,R,33,84,9,31,14,18,10,29,39,27,21,6,15,17,3,89,107,94.17465116,94.50526113,113.6186847,1,0.446428571,0.23255814,0.166666667,0.156077855,0.602564103,0.216216216,0.166666667,0.146713615,Washington,41,78,12,28,13,21,8,33,41,27,24,8,14,15,4,94.17465116,113.6186847,94.50526113,3IN4-B2B,0,-0.156135531
21800760,1/30/2019,-5,211,-3,206.5,90.11987993,Memphis,R,36,87,6,23,19,22,14,37,51,21,27,3,18,18,7,97,99,99.50736742,97.48021932,99.49012074,1,0.448275862,0.318181818,0.218390805,0.156958493,0.431578947,0.229166667,0.178947368,0.110469069,Minnesota,37,95,8,35,17,22,11,30,41,25,24,12,10,13,3,99.50736742,99.49012074,97.48021932,2,0,0.016696915
21800761,1/30/2019,8.5,226,9,226.5,99.67443961,Denver,R,42,89,9,30,12,19,6,37,43,31,17,10,9,10,7,105,99,99.67443961,105.3429549,99.32335751,1,0.52247191,0.130434783,0.134831461,0.09314456,0.5,0.177777778,0.112359551,0.13671163,New Orleans,37,89,15,36,10,13,8,40,48,27,20,4,14,15,4,99.67443961,99.32335751,105.3429549,B2B,1,0.02247191
21800762,1/30/2019,-6.5,233,-5,236.5,105.6843389,Atlanta,R,38,86,16,46,21,25,9,27,36,24,19,7,20,21,3,113,135,105.6843389,106.9221809,127.7388887,1,0.534883721,0.191489362,0.244186047,0.177966102,0.601010101,0.357142857,0.161616162,0.114528796,Sacramento,54,99,11,35,16,21,15,38,53,36,24,7,14,14,2,105.6843389,127.7388887,106.9221809,2,0,-0.06612638
21800763,1/30/2019,-1,219,2.5,218.5,101.2841682,Utah,R,38,85,11,34,18,21,8,28,36,24,22,9,16,17,4,105,132,101.2841682,103.6687193,130.32639,2,0.511764706,0.186046512,0.211764706,0.152822726,0.622222222,0.282051282,0.222222222,0.130298819,Portland,48,90,16,32,20,23,11,35,46,28,17,7,13,15,5,101.2841682,130.32639,103.6687193,3+,0,-0.110457516
21800764,1/31/2019,-2,208,-7,206,90.66364583,Dallas,R,36,88,7,25,10,14,11,33,44,18,21,2,10,12,5,89,93,90.66364583,98.16503537,102.5769471,B2B,0.448863636,0.229166667,0.113636364,0.113036925,0.436046512,0.3125,0.209302326,0.102688574,Detroit,33,86,9,33,18,23,15,37,52,21,24,5,11,11,5,90.66364583,102.5769471,98.16503537,1,0,0.012817125
21800765,1/31/2019,-1,211,-3.5,207.5,98.32533333,Indiana,R,41,91,4,19,14,16,6,36,42,26,18,8,9,10,2,100,107,98.32533333,101.7031894,108.8224127,3IN4-B2B,0.472527473,0.133333333,0.153846154,0.092558312,0.530487805,0.2,0.243902439,0.140607424,Orlando,38,82,11,25,20,22,9,39,48,25,19,4,15,15,5,98.32533333,108.8224127,101.7031894,1,0,-0.057960332
21800766,1/31/2019,-2.5,230.5,-2.5,232,101.3582869,Milwaukee,R,39,79,14,38,13,17,7,43,50,21,16,13,18,20,6,105,92,101.3582869,103.5929111,90.76712208,1,0.582278481,0.184210526,0.164556962,0.1878287,0.435483871,0.156862745,0.11827957,0.139470014,Toronto,37,93,7,27,11,13,8,31,39,16,20,9,16,16,4,101.3582869,90.76712208,103.5929111,3+,1,0.14679461
21800767,1/31/2019,-7.5,227.5,-8,226,106.8787698,Brooklyn,R,42,89,11,34,19,29,5,41,46,30,23,5,14,14,7,114,117,106.8787698,106.6629043,109.4698228,3IN4,0.533707865,0.119047619,0.213483146,0.120939876,0.46,0.240740741,0.25,0.0739159,San Antonio,40,100,12,33,25,29,13,37,50,23,21,6,9,9,3,106.8787698,109.4698228,106.6629043,1,0,0.073707865
21800768,1/31/2019,-8.5,240.5,-8,240.5,98.46814935,Philadelphia,R,41,88,12,37,19,24,16,33,49,30,19,11,19,19,5,113,104,98.46814935,114.7579199,105.6179086,1,0.534090909,0.363636364,0.215909091,0.161619599,0.528409091,0.214285714,0.125,0.136314068,Golden State,41,88,11,38,11,16,9,28,37,30,19,13,15,15,7,98.46814935,105.6179086,114.7579199,2,1,0.005681818
21800769,1/31/2019,-6,229.5,2,232,102.3623416,LA Lakers,R,42,92,11,26,28,35,7,49,56,28,24,7,16,16,4,123,120,113.0250855,108.8253987,106.1711207,1,0.516304348,0.152173913,0.304347826,0.129659643,0.509615385,0.196721311,0.134615385,0.079719388,LA Clippers,46,104,14,43,14,26,12,39,51,26,27,11,8,10,8,113.0250855,106.1711207,108.8253987,2,1,0.006688963
21800770,2/1/2019,-4,206.5,-8,203.5,89.90401948,Memphis,R,35,80,9,29,13,17,9,31,40,23,22,8,11,14,3,92,100,89.90401948,102.3313535,111.2297321,1,0.49375,0.209302326,0.1625,0.137958218,0.520547945,0.162162162,0.328767123,0.123304562,Charlotte,32,73,12,29,24,28,6,34,40,15,17,6,12,12,7,89.90401948,111.2297321,102.3313535,1,0,-0.026797945
21800771,2/1/2019,13,216,14,213.5,98.63982353,Boston,R,46,100,13,37,8,10,11,32,43,25,18,11,7,7,7,113,99,98.63982353,114.5581936,100.3651431,1,0.525,0.215686275,0.08,0.062836625,0.505813953,0.2,0.139534884,0.164714495,New York,39,86,9,31,12,12,8,40,48,21,15,2,17,18,2,98.63982353,100.3651431,114.5581936,1,1,0.019186047
21800772,2/1/2019,4,219.5,3.5,218.5,101.6760651,Oklahoma City,R,44,91,16,30,14,19,13,37,50,23,20,10,15,15,4,118,102,101.6760651,116.0548453,100.3185951,2,0.571428571,0.265306122,0.153846154,0.131164743,0.505434783,0.229166667,0.097826087,0.154958678,Miami,41,92,11,36,9,14,11,36,47,28,17,7,17,18,2,101.6760651,100.3185951,116.0548453,1,1,0.065993789
21800773,2/1/2019,-12,227,-12,226.5,105.4278876,Atlanta,R,39,98,14,46,20,24,8,32,40,23,27,11,11,11,4,112,128,105.4278876,106.2337514,121.4100016,1,0.469387755,0.166666667,0.204081633,0.092004015,0.597701149,0.255813953,0.275862069,0.130208333,Utah,46,87,12,35,24,30,11,40,51,31,22,4,15,15,6,105.4278876,121.4100016,106.2337514,1,0,-0.128313394
21800774,2/1/2019,-4,227,-3.5,223.5,89.21887232,Houston,R,45,85,16,44,16,21,11,19,30,23,24,6,10,10,3,122,136,89.21887232,136.7423694,152.4341168,2,0.623529412,0.297297297,0.188235294,0.095932464,0.707317073,0.344827586,0.243902439,0.079904115,Denver,51,82,14,31,20,23,10,26,36,37,14,7,8,8,4,89.21887232,152.4341168,136.7423694,1,0,-0.083787661
21800775,2/2/2019,-1,215,-2,215.5,96.73453488,LA Clippers,R,40,82,10,20,21,34,11,36,47,22,24,5,12,13,4,111,101,96.73453488,114.747024,104.4094543,1,0.548780488,0.261904762,0.256097561,0.118224809,0.524096386,0.162790698,0.168674699,0.132325142,Detroit,35,83,17,42,14,20,7,31,38,21,27,6,14,14,4,96.73453488,104.4094543,114.747024,1,1,0.024684102
21800776,2/2/2019,-6.5,217.5,-6.5,216,91.33623214,Chicago,R,42,81,9,24,25,25,8,31,39,20,20,4,10,10,2,118,125,91.33623214,129.1929799,136.8569702,2,0.574074074,0.228571429,0.308641975,0.098039216,0.609756098,0.225,0.304878049,0.068789308,Charlotte,43,82,14,32,25,29,9,27,36,25,21,6,6,7,2,91.33623214,136.8569702,129.1929799,3IN4-B2B,0,-0.035682023
21800777,2/2/2019,-1,217.5,-3,221.5,105.5844857,Brooklyn,R,33,91,10,38,13,16,8,42,50,23,11,6,18,19,2,89,102,105.5844857,84.29268694,96.60510189,1,0.417582418,0.16,0.142857143,0.162337662,0.489361702,0.142857143,0.106382979,0.123587571,Orlando,41,94,10,27,10,12,7,42,49,25,17,11,14,14,8,105.5844857,96.60510189,84.29268694,1,0,-0.071779285
21800778,2/2/2019,6.5,230,6,227,104.1354231,Milwaukee,R,45,91,17,39,24,24,6,40,46,30,19,10,11,12,4,131,115,104.1354231,125.7977316,110.4331231,1,0.587912088,0.15,0.263736264,0.105671011,0.516129032,0.230769231,0.204301075,0.103057369,Washington,43,93,10,33,19,26,12,34,46,28,19,6,12,12,6,104.1354231,110.4331231,125.7977316,2,1,0.071783056
21800779,2/2/2019,-10,233,-10.5,230,101.3856147,New Orleans,R,43,96,10,35,12,12,5,37,42,26,16,6,8,9,4,108,113,101.3856147,106.523988,111.4556541,2,0.5,0.111111111,0.125,0.081610446,0.527173913,0.212765957,0.173913043,0.099170573,San Antonio,44,92,9,23,16,18,10,40,50,29,16,5,11,11,2,101.3856147,111.4556541,106.523988,1,0,-0.027173913
21800780,2/2/2019,9,210,5.5,210.5,93.58388736,Dallas,R,40,84,16,39,15,19,9,41,50,20,26,2,13,13,4,111,98,93.58388736,118.6101616,104.7188814,3IN4,0.571428571,0.214285714,0.178571429,0.123386484,0.423529412,0.211538462,0.305882353,0.056861259,Cleveland,34,85,4,23,26,33,11,33,44,20,22,7,6,6,2,93.58388736,104.7188814,118.6101616,3+,1,0.14789916
21800781,2/2/2019,-2.5,204.5,-2,203.5,93.84819422,Indiana,R,38,89,7,24,12,17,14,29,43,26,20,15,13,14,4,95,88,93.84819422,101.2273073,93.76845312,3IN4,0.466292135,0.29787234,0.134831461,0.126719768,0.485915493,0.256410256,0.267605634,0.225479143,Miami,30,71,9,30,19,26,10,33,43,21,19,8,23,24,4,93.84819422,93.76845312,101.2273073,3IN4-B2B,1,-0.019623358
21800782,2/2/2019,-9.5,236,-14.5,234.5,101.5081349,LA Lakers,R,42,96,7,27,10,17,13,36,49,23,18,5,15,15,4,101,115,101.5081349,99.49941462,113.2914127,1,0.473958333,0.26,0.104166667,0.126603646,0.532967033,0.162790698,0.197802198,0.091441112,Golden State,43,91,11,34,18,19,7,37,44,31,17,4,10,10,9,101.5081349,113.2914127,99.49941462,1,0,-0.0590087
21800783,2/2/2019,1,221,-1.5,222,92.23584604,Denver,R,42,89,13,33,10,14,15,33,48,29,16,3,10,10,7,107,106,92.23584604,116.0069589,114.9227817,3IN4-B2B,0.54494382,0.3125,0.112359551,0.095093191,0.533707865,0.195121951,0.123595506,0.094304036,Minnesota,42,89,11,34,11,16,8,33,41,27,15,6,8,10,4,92.23584604,114.9227817,116.0069589,2,1,0.011235955
21800784,2/2/2019,-2,235,-2,235.5,101.8328204,Atlanta,R,43,84,14,32,18,26,16,37,53,21,18,6,24,24,5,118,112,101.8328204,115.8761974,109.9841874,3IN4-B2B,0.595238095,0.372093023,0.214285714,0.200937709,0.53125,0.212765957,0.104166667,0.087780899,Phoenix,45,96,12,32,10,18,10,27,37,31,23,15,10,10,5,101.8328204,109.9841874,115.8761974,3+,1,0.063988095
21800785,2/2/2019,3.5,234,3,232.5,102.5145455,Philadelphia,R,41,93,7,33,19,25,14,32,46,19,22,9,13,14,5,108,115,102.5145455,105.3509036,112.179203,1,0.478494624,0.269230769,0.204301075,0.118644068,0.516304348,0.272727273,0.217391304,0.134952767,Sacramento,42,92,11,30,20,24,12,38,50,22,19,9,16,16,2,102.5145455,112.179203,105.3509036,2,0,-0.037809724
21800786,2/2/2019,-6.5,224,-7,221.5,107.5010741,Houston,R,40,87,15,39,30,37,8,40,48,17,29,15,14,14,8,125,98,107.5010741,116.277908,91.16187986,B2B,0.545977011,0.177777778,0.344827586,0.119372442,0.424418605,0.259259259,0.290697674,0.184235822,Utah,31,86,11,41,25,36,14,37,51,19,21,8,20,23,9,107.5010741,91.16187986,116.277908,3IN4-B2B,1,0.121558407
21800787,2/3/2019,1.5,200,2.5,199.5,92.8227483,Memphis,R,37,91,9,26,13,18,10,39,49,25,20,8,7,8,4,96,84,92.8227483,103.4229235,90.4950581,1,0.456043956,0.204081633,0.142857143,0.074822297,0.459459459,0.133333333,0.216216216,0.152006486,New York,28,74,12,40,16,22,6,39,45,20,16,4,15,15,6,92.8227483,90.4950581,103.4229235,1,1,-0.003415503
21800788,2/3/2019,-3.5,227,-4,228,105.1644444,Oklahoma City,R,45,92,14,35,25,34,11,31,42,25,18,12,11,11,5,129,134,105.1644444,122.6650325,127.4194912,1,0.565217391,0.25,0.27173913,0.09325195,0.664835165,0.138888889,0.142857143,0.124466572,Boston,54,91,13,34,13,17,5,33,38,36,22,8,14,14,6,105.1644444,127.4194912,122.6650325,1,0,-0.099617774
21800789,2/3/2019,-11,229.5,-9,225.5,104.2349433,LA Clippers,R,38,89,2,12,25,29,7,29,36,15,24,7,13,13,7,103,121,104.2349433,98.81523103,116.0839122,3IN4-B2B,0.438202247,0.14893617,0.280898876,0.113279888,0.505319149,0.355555556,0.276595745,0.129407959,Toronto,43,94,9,33,26,31,16,40,56,21,28,10,14,16,5,104.2349433,116.0839122,98.81523103,2,0,-0.067116902
21800790,2/4/2019,4.5,209,1.5,210,100.5841545,Denver,R,41,92,9,28,12,22,10,22,32,28,19,10,13,14,3,103,129,100.5841545,102.4018152,128.250817,3IN4,0.494565217,0.212765957,0.130434783,0.121023513,0.636363636,0.421052632,0.193181818,0.171232877,Detroit,48,88,16,37,17,20,16,37,53,32,20,8,20,20,8,100.5841545,128.250817,102.4018152,1,0,-0.141798419
21800791,2/4/2019,-5.5,233,-6.5,230,101.9242683,Atlanta,R,46,91,20,40,25,29,14,36,50,29,22,7,12,14,2,137,129,101.9242683,134.4135232,126.5645583,3IN4,0.615384615,0.341463415,0.274725275,0.11888587,0.556701031,0.265306122,0.216494845,0.075783092,Washington,48,97,12,38,21,29,13,27,40,34,20,5,8,9,8,101.9242683,126.5645583,134.4135232,1,1,0.058683584
21800792,2/4/2019,7,227.5,7.5,230,105.7932727,Milwaukee,R,43,101,10,39,17,25,15,44,59,29,20,9,9,11,7,113,94,105.7932727,106.8120846,88.85253058,1,0.475247525,0.272727273,0.168316832,0.089430894,0.348039216,0.266666667,0.225490196,0.102104932,Brooklyn,33,102,5,42,23,28,16,40,56,23,21,5,13,13,9,105.7932727,88.85253058,106.8120846,1,1,0.127208309
21800793,2/4/2019,1,218,3.5,219,101.4303125,Indiana,R,41,91,10,28,17,24,8,35,43,25,17,5,9,9,3,109,107,101.4303125,107.4629441,105.4911469,1,0.505494505,0.16,0.186813187,0.081403763,0.483333333,0.270833333,0.222222222,0.144607009,New Orleans,39,90,9,38,20,24,13,42,55,26,19,6,16,17,4,101.4303125,105.4911469,107.4629441,1,1,0.022161172
21800794,2/4/2019,8.5,229.5,8.5,227.5,98.0156189,Houston,R,43,87,13,41,19,25,12,31,43,19,19,13,12,14,2,118,110,98.0156189,120.3889761,112.2270116,3IN4,0.568965517,0.292682927,0.218390805,0.125,0.577380952,0.225,0.154761905,0.156077855,Phoenix,45,84,7,25,13,18,9,29,38,29,20,9,17,17,1,98.0156189,112.2270116,120.3889761,1,1,-0.008415435
21800795,2/4/2019,2,227.5,2,231.5,98.73934732,San Antonio,R,42,98,9,32,19,21,15,31,46,18,20,6,8,9,3,112,127,98.73934732,113.4299578,128.62147,1,0.474489796,0.272727273,0.193877551,0.077426015,0.627777778,0.205128205,0.155555556,0.073991861,Sacramento,50,90,13,32,14,23,8,40,48,26,18,5,8,8,5,98.73934732,128.62147,113.4299578,1,0,-0.153287982
21800796,2/5/2019,-3,226,-3.5,223.5,95.67126255,LA Clippers,R,42,87,18,24,15,17,8,40,48,25,24,1,11,11,6,117,115,95.67126255,122.2937765,120.2032846,3IN4,0.586206897,0.195121951,0.172413793,0.104285173,0.5,0.215686275,0.23655914,0.045687135,Charlotte,39,93,15,42,22,26,11,33,44,19,19,8,5,5,9,95.67126255,120.2032846,122.2937765,2,1,0.086206897
21800797,2/5/2019,13,214.5,10,209.5,93.23457143,Boston,R,40,82,9,26,14,14,8,34,42,29,14,10,13,13,10,103,96,93.23457143,110.4740424,102.9660978,1,0.542682927,0.2,0.170731707,0.128509292,0.463541667,0.306122449,0.072916667,0.123326286,Cleveland,40,96,9,33,7,8,15,32,47,21,17,6,12,14,0,93.23457143,102.9660978,110.4740424,2,1,0.07914126
21800798,2/5/2019,3.5,217,2.5,219,100.3740576,LA Lakers,R,35,75,4,21,20,26,3,31,34,25,14,5,19,19,3,94,136,100.3740576,93.64969615,135.4931774,2,0.493333333,0.090909091,0.266666667,0.180197269,0.668367347,0.243902439,0.051020408,0.089670014,Indiana,56,98,19,34,5,8,10,30,40,37,20,11,10,10,7,100.3740576,135.4931774,93.64969615,3IN4-B2B,0,-0.175034014
21800799,2/5/2019,3.5,205,3,206,91.83184122,Detroit,R,37,79,12,34,19,24,6,35,41,22,21,4,9,11,7,105,92,91.83184122,114.3394259,100.183116,3IN4-B2B,0.544303797,0.162162162,0.240506329,0.10938743,0.45,0.270833333,0.122222222,0.102230483,New York,36,90,9,33,11,15,13,31,44,17,23,5,11,11,4,91.83184122,100.183116,114.3394259,1,1,0.094303797
21800800,2/5/2019,-4,229,-2.5,229.5,97.5852983,Toronto,R,41,89,11,31,26,32,15,27,42,27,27,12,10,13,0,119,107,97.5852983,121.9445983,109.647664,1,0.52247191,0.340909091,0.292134831,0.11199173,0.492857143,0.15625,0.542857143,0.169747265,Philadelphia,31,70,7,24,38,41,5,29,34,20,22,8,18,18,3,97.5852983,109.647664,121.9445983,2,1,0.029614767
21800801,2/5/2019,1.5,203.5,4,206.5,92.95053352,Minnesota,R,39,87,9,29,19,20,16,39,55,26,23,4,15,17,4,106,108,92.95053352,114.0391518,116.1908339,2,0.5,0.372093023,0.218390805,0.15070922,0.505813953,0.235294118,0.244186047,0.074934432,Memphis,36,86,15,34,21,29,12,27,39,18,18,11,8,8,6,92.95053352,116.1908339,114.0391518,1,0,-0.005813953
21800802,2/5/2019,-10.5,224.5,-8.5,224,113.5853469,Orlando,R,42,90,11,37,27,34,8,32,40,27,29,14,18,18,4,122,132,113.5853469,107.4082206,116.2121731,2,0.527777778,0.163265306,0.3,0.14638907,0.570652174,0.2,0.293478261,0.135696041,Oklahoma City,46,92,13,30,27,37,8,41,49,25,25,11,17,17,2,113.5853469,116.2121731,107.4082206,1,0,-0.042874396
21800803,2/5/2019,-7.5,213,-8,212,98.87213725,Miami,R,45,83,7,22,21,25,8,38,46,18,15,11,12,12,7,118,108,98.87213725,119.3460597,109.2319869,2,0.584337349,0.235294118,0.253012048,0.113207547,0.532258065,0.155555556,0.096774194,0.11682243,Portland,42,93,15,39,9,12,7,26,33,30,21,6,11,13,2,98.87213725,109.2319869,119.3460597,3+,1,0.052079285
21800804,2/6/2019,2,221.5,3,227,109.2360768,Denver,R,50,99,13,35,17,21,12,36,48,32,26,7,13,13,8,130,135,109.2360768,119.0083018,123.5855442,1,0.570707071,0.255319149,0.171717172,0.107225338,0.616666667,0.12195122,0.266666667,0.118123523,Brooklyn,46,90,19,34,24,33,5,35,40,36,22,9,13,14,5,109.2360768,123.5855442,119.0083018,1,0,-0.045959596
21800805,2/6/2019,0,223.5,1.5,226.5,95.0904878,New Orleans,R,45,85,15,35,20,30,14,32,46,26,18,1,11,12,6,125,120,95.0904878,131.4537373,126.1955878,1,0.617647059,0.341463415,0.235294118,0.108892922,0.582417582,0.219512195,0.153846154,0.074515648,Chicago,45,91,16,36,14,19,9,27,36,27,23,8,8,8,6,95.0904878,126.1955878,131.4537373,3+,1,0.035229476
21800806,2/6/2019,-12,230,-12,228.5,111.5021765,Washington,R,48,92,17,37,16,19,8,32,40,34,23,6,24,24,5,129,148,111.5021765,115.692809,132.7328351,1,0.614130435,0.235294118,0.173913043,0.192988099,0.704301075,0.2,0.182795699,0.125586068,Milwaukee,56,93,19,30,17,26,8,26,34,33,20,15,14,15,3,111.5021765,132.7328351,115.692809,1,0,-0.09017064
21800807,2/6/2019,-5,216.5,-5,215.5,98.94097778,Charlotte,R,36,89,9,37,12,17,8,39,47,17,17,9,14,14,9,93,99,98.94097778,93.99543252,100.059654,B2B,0.45505618,0.16,0.134831461,0.126719768,0.462765957,0.277777778,0.127659574,0.113556953,Dallas,38,94,11,36,12,17,15,42,57,25,12,8,13,13,5,98.94097778,100.059654,93.99543252,3+,0,-0.007709778
21800808,2/6/2019,-15,221,-15,217,98.18130937,Phoenix,R,35,75,3,17,15,19,7,29,36,23,25,8,22,22,2,88,116,98.18130937,89.63009412,118.1487604,1,0.486666667,0.184210526,0.2,0.208807897,0.56547619,0.292682927,0.25,0.140252454,Utah,42,84,11,28,21,32,12,31,43,29,18,13,13,16,5,98.18130937,118.1487604,89.63009412,3+,0,-0.078809524
21800809,2/6/2019,2,233.5,3.5,235.5,100.6060682,Houston,R,45,100,20,51,17,18,13,29,42,17,19,13,11,12,7,127,101,100.6060682,126.2349303,100.3915587,1,0.55,0.276595745,0.17,0.100066711,0.489010989,0.408163265,0.131868132,0.180623974,Sacramento,39,91,11,33,12,20,20,34,54,21,22,5,22,22,6,100.6060682,100.3915587,126.2349303,1,1,0.060989011
21800810,2/6/2019,-11,233.5,-15.5,232,101.5661905,San Antonio,R,35,81,12,32,20,21,4,26,30,24,19,6,18,18,5,102,141,101.5661905,100.42712,138.8257247,1,0.50617284,0.095238095,0.24691358,0.166297118,0.663157895,0.35,0.157894737,0.103234687,Golden State,55,95,16,34,15,21,14,38,52,42,20,14,11,12,5,101.5661905,138.8257247,100.42712,3+,0,-0.156985055
21800811,2/7/2019,-4,217,-6.5,221,102.5616845,LA Clippers,R,37,85,6,17,12,19,9,27,36,23,19,14,19,21,6,92,116,102.5616845,89.70211484,113.1026665,1,0.470588235,0.204545455,0.141176471,0.18363064,0.614942529,0.205882353,0.103448276,0.171418261,Indiana,49,87,9,22,9,11,7,35,42,26,20,15,19,19,12,102.5616845,113.1026665,89.70211484,3IN4,0,-0.144354293
21800812,2/7/2019,-1,218,-4,215,95.35263945,Minnesota,R,46,99,10,26,10,12,16,27,43,23,19,8,12,12,4,112,122,95.35263945,117.4587307,127.9461174,1,0.515151515,0.340425532,0.101010101,0.103199174,0.608433735,0.27027027,0.253012048,0.122502827,Orlando,45,83,11,26,21,23,10,31,41,23,16,5,13,13,7,95.35263945,127.9461174,117.4587307,1,0,-0.09328222
